headlines,headline_text
"['sedition', 'charge', 'on', 'congresss', 'ajay', 'rai', 'in', 'varanasi', 'over', 'remarks', 'on', 'modi', 'adityanath']",sedition charge on congresss ajay rai in varanasi over remarks on modi adityanath
"['over', '169', 'crore', 'covid', 'vaccine', 'doses', 'administered', 'in', 'india', 'govt']",over 169 crore covid vaccine doses administered in india govt
"['individuals', 'need', 'role', 'clarity', 'but', 'will', 'carry', 'on', 'from', 'where', 'virat', 'had', 'left', 'rohit', 'sharma']",individuals need role clarity but will carry on from where virat had left rohit sharma
"['india', 'bowl', 'out', 'england', 'for', '189', 'in', 'u', '19', 'world', 'cup', 'final']",india bowl out england for 189 in u 19 world cup final
"['mumbais', 'landmark', 'khadi', 'emporium', 'oldest', 'such', 'shop', 'in', 'country', 'banned', 'from', 'selling', 'khadi', 'products']",mumbais landmark khadi emporium oldest such shop in country banned from selling khadi products
"['reliance', 'jio', 'faces', 'outage', 'in', 'mumbai', 'circle']",reliance jio faces outage in mumbai circle
"['no', 'post', 'poll', 'alliance', 'with', 'sad', 'union', 'minister', 'hardeep', 'puri']",no post poll alliance with sad union minister hardeep puri
"['manipur', 'chief', 'minister', 'nongthombam', 'biren', 'files', 'nominations', 'from', 'heingang', 'constituency']",manipur chief minister nongthombam biren files nominations from heingang constituency
"['tv', 'debates', 'no', 'spokespersons', 'a', 'revolution', 'that', 'deserves', 'a', 'future']",tv debates no spokespersons a revolution that deserves a future
"['rahul', 'alleges', 'modi', 'left', 'farmers', 'on', 'roads', 'amid', 'covid', 'calls', 'him', '21st', 'century', 'king']",rahul alleges modi left farmers on roads amid covid calls him 21st century king
"['mahatma', 'gandhis', 'statue', 'vandalised', 'in', 'new', 'york']",mahatma gandhis statue vandalised in new york
"['rajya', 'sabha', 'clocks', 'full', 'productivity', 'in', 'first', 'week', 'pm', 'to', 'reply', 'to', 'debate', 'in', 'house', 'on', 'tuesday']",rajya sabha clocks full productivity in first week pm to reply to debate in house on tuesday
"['how', 'filmi', 'how', 'over', 'the', 'top', 'spin', 'can', 'this', 'sport', 'get']",how filmi how over the top spin can this sport get
"['punjab', 'polls', 'enforcement', 'teams', 'seize', 'valuables', 'worth', 'rs', '316', 'cr', 'since', 'model', 'code', 'of', 'conduct', 'came', 'into', 'force']",punjab polls enforcement teams seize valuables worth rs 316 cr since model code of conduct came into force
"['punjab', 'polls', 'not', 'surprised', 'says', 'manish', 'tewari', 'on', 'his', 'absence', 'from', 'star', 'campaigners', 'list']",punjab polls not surprised says manish tewari on his absence from star campaigners list
"['ntpc', 'puts', 'into', 'operation', '74', '8', 'mw', 'solar', 'capacity', 'in', 'rajasthan']",ntpc puts into operation 74 8 mw solar capacity in rajasthan
"['bypolls', 'to', 'majuli', 'seat', 'in', 'assam', 'to', 'be', 'held', 'on', 'march', '7', 'election', 'commission']",bypolls to majuli seat in assam to be held on march 7 election commission
"['covid', '19', 'positivity', 'rate', 'falls', 'below', '3', 'per', 'cent', 'in', 'delhi', '1604', 'new', 'cases']",covid 19 positivity rate falls below 3 per cent in delhi 1604 new cases
"['land', 'reserved', 'for', 'green', 'belt', 'cant', 'be', 'allowed', 'to', 'be', 'used', 'for', 'raising', 'any', 'construction', 'ngt']",land reserved for green belt cant be allowed to be used for raising any construction ngt
"['proposed', 'clause', 'in', 'customs', 'act', 'aimed', 'at', 'hackers', 'and', 'criminals', 'cbic', 'clarifies']",proposed clause in customs act aimed at hackers and criminals cbic clarifies
"['kerala', 'issues', 'revised', 'norms', 'for', 'international', 'air', 'passengers']",kerala issues revised norms for international air passengers
"['earthquake', 'of', 'magnitude', '5', '7', 'hits', 'jk']",earthquake of magnitude 5 7 hits jk
"['discussions', 'ongoing', 'with', 'irdai', 'over', 'license', 'paytm']",discussions ongoing with irdai over license paytm
"['assam', 'assembly', 'budget', 'session', 'to', 'begin', 'from', 'march', '14']",assam assembly budget session to begin from march 14
"['covid', '19', 'positivity', 'rate', 'falls', 'below', '3', 'per', 'cent', 'in', 'delhi', '1604', 'new', 'cases']",covid 19 positivity rate falls below 3 per cent in delhi 1604 new cases
"['tata', 'power', 'moves', 'aptel', 'against', 'award', 'of', '7k', 'cr', 'project', 'to', 'adani', 'firm']",tata power moves aptel against award of 7k cr project to adani firm
"['citizens', 'cannot', 'be', 'intolerant', 'to', 'the', 'extent', 'that', 'they', 'cannot', 'withstand', 'pms', 'photo', 'on', 'a', 'certificate', 'kerala', 'hc']",citizens cannot be intolerant to the extent that they cannot withstand pms photo on a certificate kerala hc
"['gujarat', 'schools', 'for', 'classes', '1', 'to', '9', 'to', 'reopen', 'from', 'monday']",gujarat schools for classes 1 to 9 to reopen from monday
"['amazon', 'india', 'signs', 'mou', 'to', 'turn', 'rural', 'women', 'into', 'entrepreneurs', 'in', 'karnataka']",amazon india signs mou to turn rural women into entrepreneurs in karnataka
"['worlds', 'third', 'largest', 'cricket', 'stadium', 'coming', 'up', 'in', 'jaipur']",worlds third largest cricket stadium coming up in jaipur
"['six', 'party', 'alliance', 'including', 'congress', 'cpi', 'forward', 'bloc', 'named', 'manipur', 'progressive', 'secular', 'alliance']",six party alliance including congress cpi forward bloc named manipur progressive secular alliance
"['82', 'per', 'cent', 'adolescents', 'vaccinated', 'with', 'first', 'covid', '19', 'dose', 'in', 'delhi']",82 per cent adolescents vaccinated with first covid 19 dose in delhi
"['kerala', 'records', '33538', 'new', 'covid', '19', 'cases', '444', 'deaths']",kerala records 33538 new covid 19 cases 444 deaths
"['tmc', 'govt', 'proposal', 'for', 'appointment', 'of', 'information', 'commissioners', 'flawed', 'bengal', 'governor']",tmc govt proposal for appointment of information commissioners flawed bengal governor
"['pm', 'modi', 'unveils', 'statue', 'of', 'equality', 'what', 'you', 'need', 'to', 'know']",pm modi unveils statue of equality what you need to know
"['budget', '2023', 'more', 'directional', 'with', 'long', 'term', 'growth', 'says', 'goyal']",budget 2023 more directional with long term growth says goyal
"['birthday', 'special', 'cristiano', 'ronaldo', 'turns', '37', 'while', 'neymar', 'jr', 'hits', 'sweet', '30', 'who', 'has', 'the', 'most', 'expensive', 'fleet', 'of', 'cars']",birthday special cristiano ronaldo turns 37 while neymar jr hits sweet 30 who has the most expensive fleet of cars
"['mp', 'govts', 'liberal', 'excise', 'policy', 'for', '2022', '23', 'challenged', 'in', 'hc']",mp govts liberal excise policy for 2022 23 challenged in hc
"['ujjivan', 'small', 'finance', 'bank', 'reduces', 'net', 'loss', 'at', 'rs', '34', 'crore']",ujjivan small finance bank reduces net loss at rs 34 crore
"['vessel', 'carrying', '200mt', 'food', 'grains', 'sailed', 'from', 'patna', 'for', 'pandu', 'in', 'assam']",vessel carrying 200mt food grains sailed from patna for pandu in assam
"['pakistan', 'china', 'to', 'ink', '10', '15', 'billion', 'pacts']",pakistan china to ink 10 15 billion pacts
"['goa', 'polls', 'cong', 'took', 'brave', 'decision', 'to', 'not', 'give', 'tickets', 'to', 'defectors', 'says', 'surjewala']",goa polls cong took brave decision to not give tickets to defectors says surjewala
"['hijab', 'row', 'takes', 'political', 'colour', 'in', 'karnataka']",hijab row takes political colour in karnataka
"['up', 'assembly', 'polls', 'priyanka', 'gandhi', 'aggresively', 'campaigns', 'in', 'aligarh']",up assembly polls priyanka gandhi aggresively campaigns in aligarh
"['hijab', 'row', 'spills', 'into', 'streets', 'at', 'kundapur']",hijab row spills into streets at kundapur
"['embracing', 'every', 'curve', 'all', 'of', 'me', 'ileana', 'dcruz', 'pens', 'a', 'note', 'on', 'body', 'positivity', 'says', 'she', 'has', 'deleted', 'slimming', 'apps']",embracing every curve all of me ileana dcruz pens a note on body positivity says she has deleted slimming apps
"['mumbais', 'traffic', 'congestion', 'breaks', 'marriages', 'says', 'amruta', 'fadnavis']",mumbais traffic congestion breaks marriages says amruta fadnavis
"['everests', 'highest', 'glacier', 'rapidly', 'losing', 'ice', 'study']",everests highest glacier rapidly losing ice study
"['union', 'budget', 'reflects', 'indias', 'commitment', 'on', 'green', 'future', 'pm', 'modi']",union budget reflects indias commitment on green future pm modi
"['two', 'stocks', 'jay', 'thakkar', 'recommends', 'buying', 'next', 'week']",two stocks jay thakkar recommends buying next week
"['media', 'in', 'afghanistan', 'must', 'respect', 'islamic', 'values', 'say', 'taliban']",media in afghanistan must respect islamic values say taliban
"['will', 'support', 'all', 'sincere', 'initiatives', 'for', 'peaceful', 'resolution', 'of', 'kashmir', 'issue', 'hurriyat']",will support all sincere initiatives for peaceful resolution of kashmir issue hurriyat
"['d', 'street', 'week', 'ahead', '4', 'sectors', 'that', 'can', 'shine', 'in', 'directionless', 'market']",d street week ahead 4 sectors that can shine in directionless market
"['iran', 'welcomes', 'us', 'sanctions', 'relief', 'but', 'says', 'its', 'too', 'little']",iran welcomes us sanctions relief but says its too little
"['india', 'not', 'to', 'be', 'intimidated', 'by', 'new', 'experimentation', 'being', 'done', 'by', 'pakistan', 'jitendra', 'singh']",india not to be intimidated by new experimentation being done by pakistan jitendra singh
"['will', 'raise', 'money', 'from', 'small', 'investors', 'for', 'road', 'projects', 'not', 'interested', 'in', 'foreign', 'investment', 'gadkari']",will raise money from small investors for road projects not interested in foreign investment gadkari
"['scindia', 'slams', 'rahul', 'gandhi', 'over', 'two', 'indias', 'remark', 'says', 'chhattisgarh', 'govt', 'not', 'cooperating', 'for', 'expansion', 'of', 'aviation', 'facilities']",scindia slams rahul gandhi over two indias remark says chhattisgarh govt not cooperating for expansion of aviation facilities
"['cms', 'face', 'to', 'decide', 'whether', '60', 'contestants', 'become', 'mlas', 'navjot', 'sidhu']",cms face to decide whether 60 contestants become mlas navjot sidhu
"['scba', 'requests', 'cji', 'for', 'resumption', 'of', 'full', 'physical', 'hearing', 'in', 'supreme', 'court']",scba requests cji for resumption of full physical hearing in supreme court
"['finance', 'minister', 'nirmala', 'sitharaman', 'urges', 'india', 'inc', 'to', 'open', 'up', 'their', 'purse', 'to', 'push', 'growth']",finance minister nirmala sitharaman urges india inc to open up their purse to push growth
"['bank', 'of', 'baroda', 'q3', 'result', 'net', 'profit', 'more', 'than', 'doubles', 'to', 'rs', '2197', 'crore']",bank of baroda q3 result net profit more than doubles to rs 2197 crore
"['centre', 'places', 'purchase', 'order', 'for', '5', 'cr', 'doses', 'of', 'corbevax', 'covid', 'vaccine', 'each', 'costing', 'rs', '145', 'sans', 'tax']",centre places purchase order for 5 cr doses of corbevax covid vaccine each costing rs 145 sans tax
"['ravi', 'tejas', 'fans', 'heres', 'some', 'good', 'news', 'hindi', 'version', 'of', 'the', 'actors', 'film', 'khiladi', 'will', 'be', 'out', 'feb', '11']",ravi tejas fans heres some good news hindi version of the actors film khiladi will be out feb 11
"['congress', 'focussed', 'on', 'providing', 'employment', 'not', 'on', 'ending', 'ones', 'arrogance', 'priyanka', 'gandhi']",congress focussed on providing employment not on ending ones arrogance priyanka gandhi
"['sbi', 'q3', 'results', 'profit', 'surges', '62', 'yoy', 'to', 'rs', '8432', 'crore', 'beats', 'estimate']",sbi q3 results profit surges 62 yoy to rs 8432 crore beats estimate
"['modi', 'left', 'farmers', 'on', 'road', 'amid', 'covid', 'congress', 'wont', 'ever', 'do', 'that', 'congress', 'leader', 'rahul', 'gandhi']",modi left farmers on road amid covid congress wont ever do that congress leader rahul gandhi
"['centre', 'places', 'purchase', 'order', 'for', '5', 'cr', 'doses', 'of', 'corbevax', 'covid', 'vaccine', 'each', 'costing', 'rs', '145', 'sans', 'tax']",centre places purchase order for 5 cr doses of corbevax covid vaccine each costing rs 145 sans tax
"['justin', 'langers', 'contract', 'extension', 'was', 'for', 'unity', 'future', 'success', 'of', 'australia', 'says', 'nick', 'hockley']",justin langers contract extension was for unity future success of australia says nick hockley
"['wont', 'allow', 'talibanisation', 'says', 'ktaka', 'bjp', 'chief', 'kateel', 'on', 'hijab', 'row']",wont allow talibanisation says ktaka bjp chief kateel on hijab row
"['pm', 'narendra', 'modi', 'arrives', 'in', 'hyderabad', 'cm', 'chandrashekhar', 'rao', 'not', 'present', 'at', 'airport']",pm narendra modi arrives in hyderabad cm chandrashekhar rao not present at airport
"['sbi', 'reports', '8432', 'net', 'profit', 'in', 'q3', 'a', '62', 'year', 'on', 'year', 'increase']",sbi reports 8432 net profit in q3 a 62 year on year increase
"['dense', 'fog', 'shrouds', 'parts', 'of', 'delhi', 'minimum', 'temperature', 'settles', 'at', '6', '9', 'degrees', 'celsius']",dense fog shrouds parts of delhi minimum temperature settles at 6 9 degrees celsius
"['gold', 'smuggling', 'case', 'swapna', 'sureshs', 'claim', 'kicks', 'up', 'political', 'row', 'in', 'kerala']",gold smuggling case swapna sureshs claim kicks up political row in kerala
"['rajya', 'sabha', 'clocks', '100', 'pc', 'productivity', 'in', 'first', 'week', 'replies', 'from', 'pm', 'fm', 'next', 'week']",rajya sabha clocks 100 pc productivity in first week replies from pm fm next week
"['uttarakhand', 'chief', 'electoral', 'officer', 'seeks', 'additional', '115', 'company', 'forces', 'for', 'upcoming', 'assembly', 'polls']",uttarakhand chief electoral officer seeks additional 115 company forces for upcoming assembly polls
"['top', 'cryptocurrency', 'prices', 'today', 'bitcoin', 'hits', 'two', 'week', 'high', 'solana', 'ethereum', 'dogecoin', 'jump', 'up', 'to', '11']",top cryptocurrency prices today bitcoin hits two week high solana ethereum dogecoin jump up to 11
"['delimitation', 'commission', 'draft', 'report', 'proposes', 'massive', 'changes', 'in', 'kashmir', 'division']",delimitation commission draft report proposes massive changes in kashmir division
"['bjp', 'likely', 'to', 'announce', 'manifesto', 'for', 'uttarakhand', 'assembly', 'elections', 'on', 'february', '6', '7', 'sources']",bjp likely to announce manifesto for uttarakhand assembly elections on february 6 7 sources
"['polling', 'days', 'in', 'uttar', 'pradesh', 'to', 'be', 'paid', 'holidays', 'for', 'electors', 'of', 'that', 'state', 'employed', 'in', 'delhi']",polling days in uttar pradesh to be paid holidays for electors of that state employed in delhi
"['nft', 'platform', 'colexion', 'secures', '5', 'million', 'in', 'funding']",nft platform colexion secures 5 million in funding
"['lata', 'mangeshkar', 'back', 'on', 'ventilator', 'support', 'as', 'singers', 'health', 'deteriorates', 'doctor', 'says', 'she', 'is', 'critical']",lata mangeshkar back on ventilator support as singers health deteriorates doctor says she is critical
"['heres', 'how', 'a', 'tighter', 'money', 'policy', 'could', 'impact', 'your', 'stocks', 'valuation']",heres how a tighter money policy could impact your stocks valuation
"['alia', 'bhatt', 'calls', 'ranbir', 'kapoor', 'best', 'boyfriend', 'ever', 'after', 'he', 'pulls', 'off', 'namaste', 'pose', 'from', 'gangubai', 'kathiawadi']",alia bhatt calls ranbir kapoor best boyfriend ever after he pulls off namaste pose from gangubai kathiawadi
"['minaret', 'of', 'famous', 'kashmir', 'shrine', 'tilted', 'by', 'earthquake']",minaret of famous kashmir shrine tilted by earthquake
"['ukraine', 'not', 'joining', 'nato', 'so', 'why', 'does', 'putin', 'worry']",ukraine not joining nato so why does putin worry
"['increased', 'covid', 'cases', 'at', 'beijing', 'games', 'no', 'reason', 'for', 'concern', 'organisers', 'say']",increased covid cases at beijing games no reason for concern organisers say
"['earthquake', 'of', '5', '7', 'magnitude', 'hits', 'jammu', 'and', 'kashmir']",earthquake of 5 7 magnitude hits jammu and kashmir
"['ishan', 'kishan', 'will', 'open', 'with', 'me', 'as', 'he', 'is', 'only', 'option', 'available', 'rohit', 'sharma']",ishan kishan will open with me as he is only option available rohit sharma
"['rahul', 'gandhi', 'comes', 'in', 'support', 'of', 'hijab', 'wearing', 'students', 'says', 'country', 'robbing', 'future', 'of', 'daughters']",rahul gandhi comes in support of hijab wearing students says country robbing future of daughters
"['lic', 'offers', 'opportunity', 'for', 'policyholders', 'to', 'revive', 'lapsed', 'policies']",lic offers opportunity for policyholders to revive lapsed policies
"['lata', 'mangeshkar', 'put', 'back', 'on', 'ventilator', 'as', 'health', 'deteriorates']",lata mangeshkar put back on ventilator as health deteriorates
"['allan', 'mechams', '4', 'tips', 'to', 'achieve', 'market', 'beating', 'returns', 'regularly']",allan mechams 4 tips to achieve market beating returns regularly
"['sp', 'doing', 'politics', 'of', 'appeasement', 'only', 'bjp', 'can', 'do', 'development', 'in', 'up', 'says', 'rajnath', 'singh']",sp doing politics of appeasement only bjp can do development in up says rajnath singh
"['china', 'using', 'salami', 'slicing', 'technique', 'to', 'alter', 'status', 'quo', 'along', 'lac', 'says', 'new', 'report']",china using salami slicing technique to alter status quo along lac says new report
"['cms', 'info', 'systems', 'q3', 'results', 'firm', 'logs', '48', 'growth', 'in', 'profit', 'at', 'rs', '60', 'crore']",cms info systems q3 results firm logs 48 growth in profit at rs 60 crore
"['sky', 'high', 'markets', 'are', 'new', 'risk', 'to', 'billionaires', 'beyond', 'death', 'and', 'divorce']",sky high markets are new risk to billionaires beyond death and divorce
"['impetus', 'on', 'public', 'investment', 'infra', 'capex', 'push', 'to', 'have', 'multiplier', 'effect', 'nirmala', 'sitharaman']",impetus on public investment infra capex push to have multiplier effect nirmala sitharaman
"['kapil', 'sharma', 'was', 'totally', 'shocked', 'to', 'hear', 'about', 'sunil', 'grovers', 'heart', 'surgery', 'says', 'he', 'inquired', 'about', 'his', 'health', 'from', 'common', 'friends']",kapil sharma was totally shocked to hear about sunil grovers heart surgery says he inquired about his health from common friends
"['poll', 'time', 'is', 'boom', 'time', 'for', 'astrologers', 'pandits', 'in', 'uttar', 'pradesh']",poll time is boom time for astrologers pandits in uttar pradesh
"['if', 'voted', 'to', 'power', 'in', 'punjab', 'aap', 'will', 'end', 'corruption', 'in', 'government', 'jobs', 'says', 'kejriwal']",if voted to power in punjab aap will end corruption in government jobs says kejriwal
"['up', 'polls', 'bsp', 'releases', 'list', 'of', '54', 'candidates', 'fields', 'khwaja', 'samsuddin', 'against', 'adityanath']",up polls bsp releases list of 54 candidates fields khwaja samsuddin against adityanath
"['veteran', 'film', 'maker', 'david', 'lynch', 'joins', 'the', 'cast', 'of', 'steven', 'spielbergs', 'the', 'fabelmans']",veteran film maker david lynch joins the cast of steven spielbergs the fabelmans
"['chinas', 'xi', 'hosts', 'world', 'leader', 'banquet', 'after', 'two', 'years', 'of', 'isolation']",chinas xi hosts world leader banquet after two years of isolation
"['balochistan', 'flares', 'up', 'as', 'pakistan', 'armys', 'death', 'toll', 'rises', 'sharply']",balochistan flares up as pakistan armys death toll rises sharply
"['euphoria', 'featuring', 'zendaya', 'renewed', 'for', 'third', 'season', 'by', 'hbo']",euphoria featuring zendaya renewed for third season by hbo
"['whats', 'in', 'store', 'for', 'dmart', 'shareholders', 'in', 'the', 'face', 'of', 'increasing', 'competition']",whats in store for dmart shareholders in the face of increasing competition
"['son', 'of', 'farmer', 'killed', 'in', 'lakhimpur', 'violence', 'says', 'will', 'contest', 'next', 'ls', 'poll', 'against', 'teni']",son of farmer killed in lakhimpur violence says will contest next ls poll against teni
"['budget', 'gives', 'crypto', 'some', 'clarity', 'but', 'more', 'importance', 'to', 'digital', 'rupee']",budget gives crypto some clarity but more importance to digital rupee
"['new', 'age', 'customer', 'service', 'to', 'keep', 'pace', 'with', 'the', 'next', 'gen', 'consumer']",new age customer service to keep pace with the next gen consumer
"['pvr', 'goes', 'asset', 'light', 'to', 'expand', 'screen', 'count']",pvr goes asset light to expand screen count
"['radical', 'ideologies', 'subscribing', 'to', 'terrorism', 'and', 'political', 'ideologies', 'part', 'of', 'democracy', 'are', 'not', 'same', 'says', 'india']",radical ideologies subscribing to terrorism and political ideologies part of democracy are not same says india
"['jbf', 'petro', 'admitted', 'to', 'nclt', 'after', 'settlement', 'talks', 'with', 'bidders', 'collapse']",jbf petro admitted to nclt after settlement talks with bidders collapse
"['indusind', 'bank', 'drags', 'zee', 'entertainment', 'to', 'nclt', 'over', 'rs', '89', 'crore', 'default']",indusind bank drags zee entertainment to nclt over rs 89 crore default
"['govt', 'to', 'settle', 'almost', 'all', 'retro', 'tax', 'cases', 'this', 'month', 'revenue', 'secy']",govt to settle almost all retro tax cases this month revenue secy
"['over', '11', '02', 'crore', 'unutilized', 'covid', '19', 'vaccine', 'doses', 'available', 'with', 'states', 'uts', 'says', 'centre']",over 11 02 crore unutilized covid 19 vaccine doses available with states uts says centre
"['pentagon', 'deadly', 'afghan', 'airport', 'attack', 'was', 'not', 'preventable']",pentagon deadly afghan airport attack was not preventable
"['man', 'shot', 'dead', 'inside', 'his', 'house', 'in', 'jammu', 'and', 'kashmirs', 'rajouri']",man shot dead inside his house in jammu and kashmirs rajouri
"['reschedule', 'poll', 'dates', 'all', 'manipur', 'christian', 'organisation', 'to', 'election', 'commission']",reschedule poll dates all manipur christian organisation to election commission
"['pe', 'vc', 'funds', 'could', 'be', 'treated', 'as', 'separate', 'class', 'of', 'investors']",pe vc funds could be treated as separate class of investors
"['china', 'continues', 'to', 'illegally', 'occupy', 'approximately', '38000', 'sq', 'km', 'of', 'indian', 'territory', 'government']",china continues to illegally occupy approximately 38000 sq km of indian territory government
"['paytm', 'q3', 'results', 'loss', 'widens', 'to', '778', '4', 'crore']",paytm q3 results loss widens to 778 4 crore
"['basant', 'panchami', '2022', 'spring', 'is', 'here', 'lets', 'celebrate', 'with', 'food', 'kites', 'and', 'pay', 'our', 'respects', 'to', 'the', 'goddess', 'of', 'knowledge']",basant panchami 2022 spring is here lets celebrate with food kites and pay our respects to the goddess of knowledge
"['bitcoin', 'climbs', 'back', 'above', '40000', 'as', 'risk', 'appetite', 'returns']",bitcoin climbs back above 40000 as risk appetite returns
"['six', 'border', 'haats', 'in', 'meghalaya', 'tripura', 'approved', 'by', 'indian', 'and', 'bangladeshi', 'governments']",six border haats in meghalaya tripura approved by indian and bangladeshi governments
"['anand', 'mahindra', 'and', 'uday', 'kotak', 'discuss', 'phygital', 'fickleness', 'of', 'current', 'times', 'after', 'meta', 'loses', '200', 'billion', 'in', 'stock', 'value']",anand mahindra and uday kotak discuss phygital fickleness of current times after meta loses 200 billion in stock value
"['indias', '5', 'trillion', 'gdp', 'dream', 'has', 'an', 'untapped', 'potential', 'in', 'mass', 'entrepreneurs']",indias 5 trillion gdp dream has an untapped potential in mass entrepreneurs
"['itc', 'may', 'soar', 'up', 'to', '28', 'on', 'strong', 'q3', 'brokerages']",itc may soar up to 28 on strong q3 brokerages
"['riteish', 'deshmukh', 'and', 'genelia', 'dsouza', 'to', 'star', 'in', 'comedy', 'drama', 'mister', 'mummy']",riteish deshmukh and genelia dsouza to star in comedy drama mister mummy
"['robot', 'yard', 'trucks', 'and', 'remote', 'controlled', 'forklifts', 'to', 'the', 'rescue']",robot yard trucks and remote controlled forklifts to the rescue
"['it', 'minister', 'vaishnaw', 'bats', 'for', 'stricter', 'checks', 'on', 'social', 'media', 'seeks', 'consensus', 'in', 'parliament']",it minister vaishnaw bats for stricter checks on social media seeks consensus in parliament
"['godrej', 'properties', 'calls', 'off', 'db', 'realty', 'deal', 'after', 'shares', 'plunge', 'nearly', '10']",godrej properties calls off db realty deal after shares plunge nearly 10
"['up', 'polls', 'mafiawaadis', 'in', 'jail', 'now', 'says', 'yogi', 'adityanath', 'in', 'gorakhpur']",up polls mafiawaadis in jail now says yogi adityanath in gorakhpur
"['justin', 'langer', 'resigns', 'as', 'coach', 'of', 'australian', 'cricket', 'team']",justin langer resigns as coach of australian cricket team
"['sbi', 'q3', 'results', 'preview', 'profit', 'may', 'surge', '50', 'yoy', 'higher', 'slippages', 'likely', 'sequentially']",sbi q3 results preview profit may surge 50 yoy higher slippages likely sequentially
"['how', 'businesses', 'can', 'effectively', 'use', 'ip', 'rights', 'to', 'leverage', 'brand', 'equity']",how businesses can effectively use ip rights to leverage brand equity
"['jk', 'police', 'arrest', 'kashmir', 'based', 'journalist', 'for', 'allegedly', 'uploading', 'anti', 'national', 'content']",jk police arrest kashmir based journalist for allegedly uploading anti national content
"['adhir', 'ranjan', 'chowdhury', 'kiren', 'rijiju', 'spar', 'in', 'house', 'over', 'china', 'acts', 'on', 'border']",adhir ranjan chowdhury kiren rijiju spar in house over china acts on border
"['indias', 'new', 'crypto', 'tax', 'compared']",indias new crypto tax compared
"['hyderabad', 'mp', 'asaduddin', 'owaisi', 'gets', 'z', 'category', 'security', 'after', 'recent', 'attack']",hyderabad mp asaduddin owaisi gets z category security after recent attack
"['government', 'to', 'fund', 'studies', 'of', '3500', 'sc', 'kids', 'in', 'top', 'private', 'boarding', 'schools']",government to fund studies of 3500 sc kids in top private boarding schools
"['sebi', 'lays', 'guidelines', 'for', 'mfs', 'with', 'respect', 'to', 'indian', 'accounting', 'standards']",sebi lays guidelines for mfs with respect to indian accounting standards
"['tata', 'tele', 'follows', 'listed', 'arm', 'ttml', 'in', 'not', 'offering', 'equity', 'for', 'agr', 'dues']",tata tele follows listed arm ttml in not offering equity for agr dues
"['sun', 'pharma', 'plans', 'in', 'licensing', 'buyouts', 'to', 'expand', 'speciality', 'business']",sun pharma plans in licensing buyouts to expand speciality business
"['ashneer', 'grover', 'has', 'no', 'individual', 'role', 'in', 'unity', 'sfb', 'says', 'centrums', 'jaspal', 'bindra']",ashneer grover has no individual role in unity sfb says centrums jaspal bindra
"['why', 'india', 'may', 'clock', 'a', 'consistently', 'higher', 'gdp', 'growth', 'rate', 'of', 'more', 'than', '9']",why india may clock a consistently higher gdp growth rate of more than 9
"['just', 'as', 'cases', 'drop', 'comes', 'worry', 'from', 'long', 'covid']",just as cases drop comes worry from long covid
"['budget', 'brings', 'much', 'needed', 'cheer', 'new', 'paradigm', 'in', 'defence', 'rd']",budget brings much needed cheer new paradigm in defence rd
"['most', 'retro', 'tax', 'disputes', 'will', 'be', 'closed', 'by', 'month', 'end', 'revenue', 'secretary']",most retro tax disputes will be closed by month end revenue secretary
