headlines,headline_text
"['gold', 'set', 'to', 'sparkle', 'this', 'diwali', 'drop', 'in', 'price', 'pent', 'up', 'demand', 'to', 'drive', 'sales', 'jewellers']",gold set to sparkle this diwali drop in price pent up demand to drive sales jewellers
"['attacking', 'someone', 'over', 'religion', 'is', 'most', 'pathetic', 'thing', 'human', 'being', 'can', 'do', 'virat', 'kohli', 'on', 'mohammed', 'shamis', 'trolling']",attacking someone over religion is most pathetic thing human being can do virat kohli on mohammed shamis trolling
"['he', 'valued', 'every', 'voice', 'in', 'the', 'room', 'dunzo', 'shares', 'moments', 'spent', 'working', 'with', 'kannada', 'star', 'puneeth', 'rajkumar', 'who', 'passed', 'away', 'at', '46']",he valued every voice in the room dunzo shares moments spent working with kannada star puneeth rajkumar who passed away at 46
"['iim', 'c', 'bags', 'top', 'rank', 'in', 'survey', 'for', 'business', 'schools']",iim c bags top rank in survey for business schools
"['expo', '2020', 'dubai', 'reflects', 'the', 'world', 'we', 'want', 'to', 'see', 'h', 'e', 'reem', 'al', 'hashimy']",expo 2020 dubai reflects the world we want to see h e reem al hashimy
"['ilfs', 'gets', 'nclt', 'approval', 'for', 'phase', '1', 'invit']",ilfs gets nclt approval for phase 1 invit
"['dalal', 'street', 'week', 'ahead', 'nifty', 'looks', 'set', 'for', 'technical', 'pullback', 'in', 'truncated', 'week']",dalal street week ahead nifty looks set for technical pullback in truncated week
"['biden', 'europeans', 'take', 'up', 'iran', 'nuclear', 'program', 'in', 'rome', 'talks']",biden europeans take up iran nuclear program in rome talks
"['maruti', 'expects', 'adverse', 'impact', 'on', 'production', 'next', 'month', 'due', 'to', 'semiconductor', 'shortage']",maruti expects adverse impact on production next month due to semiconductor shortage
"['rising', 'covid', '19', 'cases', 'in', 'bengal', 'assam', 'centre', 'asks', 'states', 'to', 'enforce', 'covid', 'appropriate', 'behaviour']",rising covid 19 cases in bengal assam centre asks states to enforce covid appropriate behaviour
"['p', 'v', 'sindhu', 'loses', 'in', 'french', 'open', 'semifinals']",p v sindhu loses in french open semifinals
"['goldman', 'now', 'sees', 'fed', 'hiking', 'rates', 'in', 'july', 'as', 'inflation', 'lingers']",goldman now sees fed hiking rates in july as inflation lingers
"['shah', 'seeks', 'another', 'term', 'for', 'bjp', 'for', 'continued', 'development', 'of', 'uttarakhand']",shah seeks another term for bjp for continued development of uttarakhand
"['coalition', 'govt', 'with', 'congress', 'as', 'major', 'party', 'will', 'come', 'to', 'power', 'at', 'centre', 'in', '2024', 'sanjay', 'raut']",coalition govt with congress as major party will come to power at centre in 2024 sanjay raut
"['bjp', 'mla', 'and', 'six', 'bsp', 'legislators', 'join', 'sp', 'in', 'up', 'akhilesh', 'taunts', 'ruling', 'party']",bjp mla and six bsp legislators join sp in up akhilesh taunts ruling party
"['centre', 'launches', 'initiative', 'for', 'women', 'associated', 'with', 'shgs', 'to', 'earn', 'rs', '1', 'lakh', 'per', 'year']",centre launches initiative for women associated with shgs to earn rs 1 lakh per year
"['pm', 'modi', 'pope', 'francis', 'discuss', 'wide', 'range', 'of', 'issues', 'during', 'their', 'very', 'warm', 'meeting']",pm modi pope francis discuss wide range of issues during their very warm meeting
"['pakistan', 'quietly', 'allows', 'taliban', 'appointed', 'diplomats', 'to', 'take', 'charge', 'of', 'afghan', 'missions']",pakistan quietly allows taliban appointed diplomats to take charge of afghan missions
"['irctc', 'md', 'on', 'railways', 'scrapping', 'fee', 'sharing', 'order', 'normalisation', 'of', 'biz']",irctc md on railways scrapping fee sharing order normalisation of biz
"['paeg', 'flags', 'acute', 'shortage', 'of', 'funds', 'under', 'mgnrega', 'govt', 'says', 'committed', 'to', 'its', 'proper', 'implementation']",paeg flags acute shortage of funds under mgnrega govt says committed to its proper implementation
"['pune', 'airport', 'operational', 'reopens', 'after', '14', 'days']",pune airport operational reopens after 14 days
"['cholamandalam', 'investment', 'q2', 'results', 'co', 'reports', 'standalone', 'net', 'profit', 'at', 'rs', '607', 'cr']",cholamandalam investment q2 results co reports standalone net profit at rs 607 cr
"['godfrey', 'phillips', 'india', 'q2', 'results', 'net', 'profit', 'up', '2', 'at', 'rs', '105', 'crore']",godfrey phillips india q2 results net profit up 2 at rs 105 crore
"['g20', 'leaders', 'to', 'try', 'to', 'cap', 'global', 'warming', 'at', '1', '5', 'degrees']",g20 leaders to try to cap global warming at 1 5 degrees
"['g20', 'leaders', 'endorse', 'global', 'minimum', 'corporate', 'tax', 'deal', 'for', '2023', 'start']",g20 leaders endorse global minimum corporate tax deal for 2023 start
"['indian', 'origin', 'pharma', 'ceo', 'shot', 'dead', 'by', 'gunman', 'in', 'us', 'for', 'robbery']",indian origin pharma ceo shot dead by gunman in us for robbery
"['modi', 'will', 'become', 'more', 'powerful', 'as', 'cong', 'not', 'serious', 'about', 'politics', 'says', 'mamata', 'seeks', 'to', 'end', 'delhis', 'dadagiri']",modi will become more powerful as cong not serious about politics says mamata seeks to end delhis dadagiri
"['prime', 'minister', 'narendra', 'modi', 'invites', 'pope', 'francis', 'to', 'visit', 'india']",prime minister narendra modi invites pope francis to visit india
"['centres', 'vaccine', 'expenditure', 'likely', 'to', 'top', '50000', 'crore']",centres vaccine expenditure likely to top 50000 crore
"['ioc', 'q2', 'results', 'profit', 'growth', 'flat', 'at', 'rs', '6235', 'cr', 'firm', 'declares', 'rs', '5', 'dividend']",ioc q2 results profit growth flat at rs 6235 cr firm declares rs 5 dividend
"['dhanuka', 'agritech', 'q2', 'results', 'net', 'profit', 'down', '10', 'to', 'rs', '63', 'cr']",dhanuka agritech q2 results net profit down 10 to rs 63 cr
"['aryan', 'khan', 'walks', 'out', 'of', 'arthur', 'road', 'jail', 'srk', 'arthur', 'road', 'jail', 'mannat', 'bandra', 'home', 'drugs', 'on', 'cruise', 'case']",aryan khan walks out of arthur road jail srk arthur road jail mannat bandra home drugs on cruise case
"['petrol', 'crosses', 'rs', '121', 'per', 'litre', 'in', 'border', 'district', 'of', 'mp', 'diesel', 'costs', 'over', 'rs', '110']",petrol crosses rs 121 per litre in border district of mp diesel costs over rs 110
"['kirloskar', 'industries', 'q2', 'results', 'net', 'profit', 'jumps', '79', 'to', 'rs', '135', 'crore']",kirloskar industries q2 results net profit jumps 79 to rs 135 crore
"['after', 'ganga', 'centre', 'planning', 'to', 'set', 'limits', 'for', 'minimum', 'flow', 'of', 'water', 'for', 'its', 'tributaries']",after ganga centre planning to set limits for minimum flow of water for its tributaries
"['castrol', 'india', 'q3', 'results', 'net', 'profit', 'surges', 'over', 'three', 'fold', 'to', 'rs', '569', 'cr']",castrol india q3 results net profit surges over three fold to rs 569 cr
"['sebi', 'warns', 'vedanta', 'over', 'related', 'party', 'transactions']",sebi warns vedanta over related party transactions
"['india', 'italy', 'to', 'collaborate', 'on', 'green', 'hydrogen', 'gas', 'sector']",india italy to collaborate on green hydrogen gas sector
"['queen', 'elizabeth', 'advised', 'to', 'rest', 'for', 'at', 'least', 'two', 'more', 'weeks', 'before', 'resuming', 'heavy', 'duty', 'at', 'buckingham', 'palace']",queen elizabeth advised to rest for at least two more weeks before resuming heavy duty at buckingham palace
"['syria', 'eyes', 'to', 'expand', 'counter', 'terror', 'ties', 'develop', 'energy', 'partnership', 'with', 'india', 'envoy']",syria eyes to expand counter terror ties develop energy partnership with india envoy
"['will', 'hnis', 'upset', 'the', 'ipo', 'apple', 'cart', 'for', 'retail', 'investors']",will hnis upset the ipo apple cart for retail investors
"['thousands', 'of', 'fish', 'die', 'as', 'river', 'suddenly', 'turns', 'black', 'in', 'arunachal']",thousands of fish die as river suddenly turns black in arunachal
"['cruise', 'drugs', 'case', 'ndps', 'court', 'grants', 'bail', 'to', 'seven', 'more', 'accused']",cruise drugs case ndps court grants bail to seven more accused
"['indians', 'inclined', 'towards', 'ev', 'and', 'hybrid', 'cars', 'prefer', 'personal', 'vehicles', 'survey']",indians inclined towards ev and hybrid cars prefer personal vehicles survey
"['govt', 'invites', 'applications', 'for', 'post', 'of', 'sebi', 'chairman', 'in', 'place', 'of', 'ajay', 'tyagi']",govt invites applications for post of sebi chairman in place of ajay tyagi
"['pm', 'modi', 'says', 'had', 'great', 'interaction', 'with', 'members', 'of', 'indian', 'diaspora', 'in', 'italy']",pm modi says had great interaction with members of indian diaspora in italy
"['congress', 'poll', 'assurances', 'not', 'just', 'commitment', 'but', 'guarantee', 'rahul', 'gandhi', 'in', 'goa']",congress poll assurances not just commitment but guarantee rahul gandhi in goa
"['delhis', 'electoral', 'roll', 'revision', 'exercise', 'to', 'be', 'held', 'as', 'voter', 'utsav']",delhis electoral roll revision exercise to be held as voter utsav
"['china', 'military', 'still', 'in', 'dark', 'over', 'what', 'damaged', 'us', 'nuclear', 'submarine', 'in', 'scs', 'report']",china military still in dark over what damaged us nuclear submarine in scs report
"['the', 'need', 'for', 'innovative', 'csr', 'models', 'in', 'post', 'pandemic', 'world']",the need for innovative csr models in post pandemic world
"['china', 'has', 'given', '75', '8', 'of', 'population', 'complete', 'covid', '19', 'vaccine', 'doses', 'says', 'health', 'official']",china has given 75 8 of population complete covid 19 vaccine doses says health official
"['indo', 'us', 'joint', 'military', 'exercise', 'yudh', 'abhyas', 'concludes', 'in', 'alaska']",indo us joint military exercise yudh abhyas concludes in alaska
"['guess', 'whos', 'back', 'stolen', 'bust', 'of', 'rock', 'n', 'roll', 'legend', 'elvis', 'presley', 'returns']",guess whos back stolen bust of rock n roll legend elvis presley returns
"['rajkummar', 'rao', 'and', 'bhumi', 'pednekar', 'starrer', 'badhaai', 'do', 'to', 'release', 'in', 'january', '2022']",rajkummar rao and bhumi pednekar starrer badhaai do to release in january 2022
"['us', 'rapper', 'fetty', 'wap', 'charged', 'in', 'a', 'conspiracy', 'to', 'sell', 'hard', 'drugs', 'accused', 'of', 'drug', 'trafficking']",us rapper fetty wap charged in a conspiracy to sell hard drugs accused of drug trafficking
"['oberoi', 'realty', 'q2', 'results', 'co', 'reports', 'net', 'profit', 'at', 'rs', '267', 'cr']",oberoi realty q2 results co reports net profit at rs 267 cr
"['gautam', 'adani', 'indias', 'second', 'richest', 'man', 'wants', 'to', 'cash', 'in', 'on', 'your', 'travel', 'plans']",gautam adani indias second richest man wants to cash in on your travel plans
"['loot', 'through', 'electricity', 'bills', 'will', 'be', 'ended', 'when', 'congress', 'forms', 'government', 'in', 'uttar', 'pradesh', 'says', 'priyanka', 'gandhi']",loot through electricity bills will be ended when congress forms government in uttar pradesh says priyanka gandhi
"['american', 'spy', 'agencies', 'say', 'origins', 'of', 'covid', '19', 'may', 'never', 'be', 'known']",american spy agencies say origins of covid 19 may never be known
"['dlf', 'to', 'launch', 'a', 'new', 'range', 'of', 'localised', 'malls', 'two', 'big', 'malls']",dlf to launch a new range of localised malls two big malls
"['imf', 'advises', 'rbi', 'against', 'excessive', 'forex', 'interventions']",imf advises rbi against excessive forex interventions
"['mobility', 'startup', 'intrcity', 'sees', 'spike', 'in', 'demand', 'as', 'bus', 'travel', 'peaks', 'to', 'an', 'all', 'time', 'high']",mobility startup intrcity sees spike in demand as bus travel peaks to an all time high
"['6', 'easy', 'steps', 'to', 'keep', 'your', 'skin', 'glowing', 'in', 'the', 'festive', 'season']",6 easy steps to keep your skin glowing in the festive season
"['by', 'polls', 'to', 'four', 'west', 'bengal', 'assembly', 'constituencies', 'begin']",by polls to four west bengal assembly constituencies begin
"['resource', 'rich', 'africa', 'key', 'pillar', 'of', 'chinas', 'south', 'south', 'cooperation']",resource rich africa key pillar of chinas south south cooperation
"['petrol', 'diesel', 'rates', 'up', 'for', 'the', 'fourth', 'straight', 'day', 'heres', 'what', 'it', 'will', 'cost', 'you', 'now']",petrol diesel rates up for the fourth straight day heres what it will cost you now
"['how', 'to', 'write', '1', 'page', 'resume', 'that', 'can', 'increase', 'your', 'chances', 'of', 'getting', 'through', 'first', 'stage', 'of', 'job', 'interview']",how to write 1 page resume that can increase your chances of getting through first stage of job interview
"['policybazaar', 'raises', 'rs', '2569', 'cr', 'from', 'insurance', 'cos', 'anchors']",policybazaar raises rs 2569 cr from insurance cos anchors
"['united', 'states', 'trade', 'representative', 'katherine', 'tai', 'to', 'visit', 'india', 'on', 'november', '22']",united states trade representative katherine tai to visit india on november 22
"['shah', 'rukh', 'khan', 'goes', 'to', 'pick', 'up', 'son', 'aryan', 'khan', 'from', 'jail', 'after', 'bombay', 'hc', 'grants', 'bail', 'in', 'cruise', 'ship', 'drug', 'case']",shah rukh khan goes to pick up son aryan khan from jail after bombay hc grants bail in cruise ship drug case
"['puneeth', 'rajkumar', 'death', 'news', 'update', 'amitabh', 'bachchan', 'mourns', 'his', 'sudden', 'demise', 'says', 'shocking', 'cant', 'put', 'grief', 'in', 'words']",puneeth rajkumar death news update amitabh bachchan mourns his sudden demise says shocking cant put grief in words
"['polling', 'underway', 'for', 'by', 'polls', 'to', 'two', 'assembly', 'seats', 'in', 'bihar']",polling underway for by polls to two assembly seats in bihar
"['the', 'best', 'festive', 'spirits', 'to', 'add', 'some', 'cheer', 'to', 'your', 'diwali', 'celebrations']",the best festive spirits to add some cheer to your diwali celebrations
"['view', 'dont', 'ask', 'india', 'for', 'a', 'net', 'zero', 'pledge']",view dont ask india for a net zero pledge
"['squid', 'games', 'mania', 'turns', 'rs', '1000', 'into', 'rs', '3', '45', 'lakh', 'in', 'less', 'than', '100', 'hours']",squid games mania turns rs 1000 into rs 3 45 lakh in less than 100 hours
"['why', 'taxing', 'american', 'billionaires', 'wealth', 'as', 'biden', 'tried', 'to', 'do', 'will', 'never', 'work']",why taxing american billionaires wealth as biden tried to do will never work
"['veteran', 'actor', 'yusuf', 'hussain', 'who', 'featured', 'in', 'dhoom', '2', 'raees', 'passes', 'away', 'at', '73']",veteran actor yusuf hussain who featured in dhoom 2 raees passes away at 73
"['d', 'street', 'indices', 'fall', 'for', 'third', 'day', 'in', 'a', 'row']",d street indices fall for third day in a row
"['these', '4', 'holding', 'company', 'stocks', 'are', 'available', 'at', 'steep', 'discount', 'should', 'you', 'invest']",these 4 holding company stocks are available at steep discount should you invest
"['active', 'covid', '19', 'cases', 'in', 'india', 'rise', 'to', '161555', 'with', '14313', 'more', 'infections']",active covid 19 cases in india rise to 161555 with 14313 more infections
"['will', 'buy', 'indian', 'stocks', 'on', 'every', 'fall', 'chris', 'wood']",will buy indian stocks on every fall chris wood
"['ethereum', 'jumps', 'to', 'record', 'high', 'amid', 'cryptos', 'decentralized', 'boom']",ethereum jumps to record high amid cryptos decentralized boom
"['nykaa', 'ipo', 'subscribed', '4', '82', 'times', 'on', 'day', '2']",nykaa ipo subscribed 4 82 times on day 2
"['adani', 'picks', 'up', 'significant', 'minoriy', 'stake', 'in', 'flipkarts', 'cleartrip', 'in', 'super', 'app', 'push']",adani picks up significant minoriy stake in flipkarts cleartrip in super app push
"['adani', 'group', 'picks', 'up', 'stake', 'in', 'cleartrip']",adani group picks up stake in cleartrip
"['former', 'himachal', 'pradesh', 'minister', 'g', 's', 'bali', 'passes', 'away']",former himachal pradesh minister g s bali passes away
"['retailers', 'reel', 'in', 'delivery', 'deadlines', 'to', 'get', 'christmas', 'gifts', 'to', 'shoppers', 'on', 'time']",retailers reel in delivery deadlines to get christmas gifts to shoppers on time
"['mobikwik', 'oyo', 'rooms', 'and', 'delhivery', 'to', 'soon', 'join', 'the', 'ipo', 'startup', 'party']",mobikwik oyo rooms and delhivery to soon join the ipo startup party
"['jiophone', 'next', 'priced', 'at', 'rs', '6499', 'upfront', 'also', 'available', 'in', 'emi', 'options']",jiophone next priced at rs 6499 upfront also available in emi options
"['starbucks', 'profits', 'up', 'despite', 'china', 'hit', 'due', 'to', 'covid', '19']",starbucks profits up despite china hit due to covid 19
"['voting', 'for', 'bypoll', 'to', '3', 'assembly', 'seats', 'in', 'meghalaya', 'begins']",voting for bypoll to 3 assembly seats in meghalaya begins
"['voting', 'begins', 'for', 'bypolls', 'to', 'vallabhnagar', 'dhariawad', 'assembly', 'seats', 'in', 'rajasthan']",voting begins for bypolls to vallabhnagar dhariawad assembly seats in rajasthan
"['pm', 'narendra', 'modi', 'interacts', 'with', 'people', 'of', 'different', 'communities', 'in', 'rome']",pm narendra modi interacts with people of different communities in rome
"['pm', 'eu', 'leaders', 'talk', 'trade', 'covid', '19']",pm eu leaders talk trade covid 19
"['us', 'joe', 'bidens', '1', '75', 't', 'gambit', 'shifts', 'focus', 'to', 'democrats', 'divides']",us joe bidens 1 75 t gambit shifts focus to democrats divides
"['delhi', 'high', 'court', 'refuses', 'to', 'pass', 'interim', 'ruling', 'against', 'siac', 'decision']",delhi high court refuses to pass interim ruling against siac decision
"['india', 'eu', 'plan', 'connectivity', 'forum', 'to', 'focus', 'on', 'viable', 'projects']",india eu plan connectivity forum to focus on viable projects
"['vegetarianism', 'is', 'about', 'contentment', 'overpowering', 'consumption']",vegetarianism is about contentment overpowering consumption
"['no', 'shortcuts', 'used', 'to', 'develop', 'covaxin', 'renu', 'swarup', 'secretary', 'department', 'of', 'biotechnology']",no shortcuts used to develop covaxin renu swarup secretary department of biotechnology
